,id_text,ruler,year,month,day,date_of_origin,date,long_date,date_gen,day,long_date_gen,month,year,eponym,regnal_dates,ancient_year,date_bce,months_recorded,date_comments,proposed_date,eponym_title,astron_date,Reg_year,Reg_no,dynastic_seat,ancient_date
957,p336891,Sîn-šarru-iškun,615*,IX,18,sin-sharru-ishkun.limu sin-alik-pani.09.18,615-IX-18,,615*-IX-18,18,"Kislīmu 18th, eponymy of Sîn-ālik-pāni",IX,615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
962,p336896,Sîn-šarru-iškun,621*,III,24,sin-sharru-ishkun.limu bel-iqbi.03.24,621-III-24,,621*-III-24,24,"Simānu 24th, eponymy of Bēl-iqbi",III,621*,Bēl-iqbi,ca. 626–612 BC,,,,,,,,,,,
963,p336897,Sennacherib,686,I,,sennacherib.limu bel-emuranni.01.00,686-I,,686-I,,"Nisannu, eponymy of Bēl-ēmuranni",I,686,Bēl-ēmuranni,704–681 BC,,,,,,,,,,,
964,p336898,Sennacherib,686,VIII,21,sennacherib.limu bel-emuranni.08.21,686-VIII-21,,686-VIII-21,21,"Arahsamna 21st, eponymy of Bēl-ēmuranni",VIII,686,Bēl-ēmuranni,704–681 BC,,,,,,,,,,,
966,p336900,Esarhaddon,675,[...],19,esarhaddon.limu nabu-ahhe-iddina.00.19,675-?-19,,675-[...]-19,19,"... 19th, eponymy of Nabû-ahhē-iddina",[...],675,Nabû-ahhē-iddina,680–669 BC,,,,,,,,,,,
967,p336901,Esarhaddon,675,[...],19,esarhaddon.limu nabu-ahhe-iddina.00.19,675-?-19,,675-[...]-19,19,"... 19th, eponymy of Nabû-ahhē-iddina",[...],675,Nabû-ahhē-iddina,680–669 BC,,,,,,,,,,,
971,p336905,Aššur-etel-ilāni,630*,XII,,assur-etel-ilani.limu salmu-sharru-iqbi.12.00,630-XII,,630*-XII,,"Addaru, eponymy of Ṣalmu-šarru-iqbi",XII,630*,Ṣalmu-šarru-iqbi,ca. 630–627 BC,,,,,,,,,,,
972,p336906,Sîn-šarru-iškun,615*,V,21,sin-sharru-ishkun.limu sin-alik-pani.05.21,615-V-21,,615*-V-21,21,"Abu 21st, eponymy of Sîn-ālik-pāni",V,615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
973,p336907,Aššur-dān III,755,XI,20,assur-dan3..11.20,755-XI-20,,755-XI-20,20,Šabāṭu 20th,XI,755,,772–755 BC,,,,,,,,,,,
974,p336908,Tiglath-pileser III,744,VII,1,tiglath-pileser3.limu bel-dan.07.01,744-VII-1,,744-VII-01,1,"Tašrītu 1st, eponymy of Bēl-dān",VII,744,Bēl-dān,744–727 BC,,,,,,,,,,,
975,p336909,Tiglath-pileser III,744,VII,1,tiglath-pileser3.limu bel-dan.07.01,744-VII-1,,744-VII-01,1,"Tašrītu 1st, eponymy of Bēl-dān",VII,744,Bēl-dān,744–727 BC,,,,,,,,,,,
976,p336910,Sargon II,711,X,28,sargon2.limu ninurta-alik-pani.10.28,711-X-28,,711-X-28,28,"Kanūnu 28th, eponymy of Ninurta-ālik-pāni",X,711,Ninurta-ālik-pāni,721–705 BC,,,,,,,,,,,
977,p336911,Sennacherib,687,XII,13,sennacherib.limu sennacherib.12.13,687-XII-13,,687-XII-13,13,"Addaru 13th, eponymy of Sennacherib",XII,687,Sennacherib,704–681 BC,,,,,,,,,,,
978,p336912,Sennacherib,686,II,1,sennacherib.limu bel-emuranni.02.01,686-II-1,,686-II-01,1,"Ayyāru 1st, eponymy of Bēl-ēmuranni",II,686,Bēl-ēmuranni,704–681 BC,,,,,,,,,,,
979,p336913,Esarhaddon,680,V,10,esarhaddon.limu dananu.05.10,680-V-10,,680-V-10,10,"Abu 10th, eponymy of Danānu",V,680,Danānu,680–669 BC,,,,,,,,,,,
981,p336915,Ashurbanipal,668,VI,27,assurbanipal.limu mar-larim.06.27,668-VI-27,,668-VI-27,27,"Ulūlu 27th, eponymy of Mār-larīm",VI,668,Mār-larīm,668–ca. 631 BC,,,,,,,,,,,
983,p336917,Ashurbanipal,660,VIII,26,assurbanipal.limu gir-sapunu.08.26,660-VIII-26,,660-VIII-26,26,"Arahsamna 26th, eponymy of Gīr-Ṣapūnu",VIII,660,Gīr-Ṣapūnu,668–ca. 631 BC,,,,,,,,,,,
985,p336919,Ashurbanipal,649,III,4,assurbanipal.limu ahu-ila’i.03.04,649-III-4,,649-III-04,4,"Simānu 4th, eponymy of Ahu-ilā’ī",III,649,Ahu-ilā’ī,668–ca. 631 BC,,,,,,,,,,,
986,p336920,Ashurbanipal,648*,X,1,assurbanipal.limu belshunu.10.01,648-X-1,,648*-X-01,1,"Kanūnu 1st, eponymy of Bēlšunu",X,648*,Bēlšunu,668–ca. 631 BC,,,,,,,,,,,
987,p336921,Ashurbanipal,640*,I,14,assurbanipal.limu shamash-metu-uballit.01.14,640?-I-14,,640*-I-14,14,"Nisannu 14th, eponymy of Šarru-mētu-uballiṭ",I,640*,Šarru-mētu-uballiṭ,668–ca. 631 BC,,,,,,,,,,,
1004,p336938,Ashurbanipal,653,II,10,assurbanipal.limu assur-ila’i.02.10,653-II-10,,653-II-10,10,"Ayyāru 10th, eponymy of Aššur-ilā’ī",II,653,Aššur-ilā’ī,668–ca. 631 BC,,,,,,,,,,,
1005,p336939,Ashurbanipal,653,II,10,assurbanipal.limu assur-ila’i.02.10,653-II-10,,653-II-10,10,"Ayyāru 10th, eponymy of Aššur-ilā’ī",II,653,Aššur-ilā’ī,668–ca. 631 BC,,,,,,,,,,,
1006,p336940,Ashurbanipal,645*,X,17,assurbanipal.limu shamash-da’’inanni.10.17,645-X-17,,645*-X-17,17,"Kanūnu 17th, eponymy of Šamaš-da’’inanni",X,645*,Šamaš-da’’inanni,668–ca. 631 BC,,,,,,,,,,,
1008,p336942,Ashurbanipal,,,,assurbanipal.000.00.00,667-652,,,,,,,,668–ca. 631 BC,,,,,,,,,,,
1009,p336943,Ashurbanipal,633*,,,assurbanipal.limu upaqa-ana-arbail.00.00,633,,633*,,", eponymy of Upāqa-ana-Arbail",,633*,Upāqa-ana-Arbail,668–ca. 631 BC,,,,,,,,,,,
1010,p336944,Ashurbanipal,656,XI,10,assurbanipal.limu milki-ramu.11.10,656-XI-10,,656-XI-10,10,"Šabāṭu 10th, eponymy of Milki-rāmu",XI,656,Milki-rāmu,668–ca. 631 BC,,,,,,,,,,,
1013,p336947,Esarhaddon,679,VI,[...],esarhaddon.limu itti-adad-anenu.06.00,679?-VI-?,,679-VI-[...],[...],"Ulūlu ...th, eponymy of Itti-Adad-anēnu",VI,679,Itti-Adad-anēnu,680–669 BC,,,,,,,,,,,
1014,p336948,Ashurbanipal,641*,XI,9,assurbanipal.limu assur-garu’a-nere.11.09,641-XI-9,,641*-XI-09,9,"Šabāṭu 9th, eponymy of Aššur-gārū’a-nēre",XI,641*,Aššur-gārū’a-nēre,668–ca. 631 BC,,,,,,,,,,,
1015,p336949,Sîn-šarru-iškun,623*,I,6,sin-sharru-ishkun.limu assur-matu-taqqin.01.06,623-I-6,,623*-I-06,6,"Nisannu 6th, eponymy of Aššur-mātu-taqqin",I,623*,Aššur-mātu-taqqin,ca. 626–612 BC,,,,,,,,,,,
1022,p336956,Sargon II,707,XII,11,sargon2.limu sha-assur-dubbu.12.11,707-XII-11,,707-XII-11,11,"Addaru 11th, eponymy of Ša-Aššur-dubbu",XII,707,Ša-Aššur-dubbu,721–705 BC,,,,,,,,,,,
1023,p336957,Sargon II,707,XII,11,sargon2.limu sha-assur-dubbu.12.11,707-XII-11,,707-XII-11,11,"Addaru 11th, eponymy of Ša-Aššur-dubbu",XII,707,Ša-Aššur-dubbu,721–705 BC,,,,,,,,,,,
1024,p336958,Sennacherib,700,XII,15,sennacherib.limu mitunu.12.15,700-XII-15,,700-XII-15,15,"Addaru 15th, eponymy of Mitūnu",XII,700,Mitūnu,704–681 BC,,,,,,,,,,,
1025,p336959,Sennacherib,700,V,1,sennacherib.limu mitunu.05.01,700-V-1,,700-V-01,1,"Abu 1st, eponymy of Mitūnu",V,700,Mitūnu,704–681 BC,,,,,,,,,,,
1026,p336960,Sennacherib,699,I,6,sennacherib.limu bel-sharrani.01.06,699-I-6,,699-I-06,6,"Nisannu 6th, eponymy of Bēl-šarrāni",I,699,Bēl-šarrāni,704–681 BC,,,,,,,,,,,
1027,p336961,Sennacherib,697,II,17,sennacherib.limu nabu-duru-usur.02.17,697-II-17,,697-II-17,17,"Ayyāru 17th, eponymy of Nabû-dūru-uṣur",II,697,Nabû-dūru-uṣur,704–681 BC,,,,,,,,,,,
1028,p336962,Sennacherib,697,II,17,sennacherib.limu nabu-duru-usur.02.17,697-II-17,,697-II-17,17,"Ayyāru 17th, eponymy of Nabû-dūru-uṣur",II,697,Nabû-dūru-uṣur,704–681 BC,,,,,,,,,,,
1029,p336963,Sennacherib,697,XII,20,sennacherib.limu nabu-duru-usur.12.20,697-XII-20,,697-XII-20,20,"Addaru 20th, eponymy of Nabû-dūru-uṣur",XII,697,Nabû-dūru-uṣur,704–681 BC,,,,,,,,,,,
1030,p336964,Sennacherib,695,XII,1,sennacherib.limu assur-belu-usur.12.01,695-XII-1,,695-XII-01,1,"Addaru 1st, eponymy of Aššur-bēlu-uṣur",XII,695,Aššur-bēlu-uṣur,704–681 BC,,,,,,,,,,,
1031,p336965,Sennacherib,692,XII₂,2,sennacherib.limu zazaya.12/2.02,692-XIIb-2,,692-XII₂-02,2,"Intercalary Addaru 2nd, eponymy of Zazāya",XII₂,692,Zazāya,704–681 BC,,,,,,,,,,,
1032,p336966,Sennacherib,691 or 686,XI,23,sennacherib.000.11.23,691/686-XI-23,,691 or 686-XI-23,23,Šabāṭu 23rd,XI,691 or 686,,704–681 BC,,,,,,,,,,,
1033,p336967,Sennacherib,681,X,1,sennacherib.limu nabu-ahhe-eresh.10.01,681-X-1,,681-X-01,1,"Kanūnu 1st, eponymy of Nabû-ahhē-ēreš",X,681,Nabû-ahhē-ēreš,704–681 BC,,,,,,,,,,,
1034,p336968,Sennacherib,681,X,1,sennacherib.limu nabu-ahhe-eresh.10.01,681-X-1,,681-X-01,1,"Kanūnu 1st, eponymy of Nabû-ahhē-ēreš",X,681,Nabû-ahhē-ēreš,704–681 BC,,,,,,,,,,,
1035,p336969,Ashurbanipal,639*,VI,14,assurbanipal.limu mushallim-assur.06.14,639-VI-14,,639*-VI-14,14,"Ulūlu 14th, eponymy of Mušallim-Aššur",VI,639*,Mušallim-Aššur,668–ca. 631 BC,,,,,,,,,,,
1038,p336972,Esarhaddon,675,IX,20,esarhaddon.limu nabu-ahhe-iddina.09.20,675-IX-20,,675-IX-20,20,"Kislīmu 20th, eponymy of Nabû-ahhē-iddina",IX,675,Nabû-ahhē-iddina,680–669 BC,,,,,,,,,,,
1039,p336973,Ashurbanipal,650,VI,1,assurbanipal.limu bel-harran-shaddu’a.06.01,650-VI-1,,650-VI-01,1,"Ulūlu 1st, eponymy of Bēl-Harrān-šaddû’a",VI,650,Bēl-Harrān-šaddû’a,668–ca. 631 BC,,,,,,,,,,,
1041,p336975,Ashurbanipal,646*,V,30,assurbanipal.limu nabu-shar-ahheshu.05.30,646-V-30,,646*-V-30,30,"Abu 30th, eponymy of Nabû-šar-ahhēšu",V,646*,Nabû-šar-ahhēšu,668–ca. 631 BC,,,,,,,,,,,
1042,p336976,Ashurbanipal,645*,IX,,assurbanipal.limu shamash-da’’inanni.09.00,645?-IX,,645*-IX,,"Kislīmu, eponymy of Šamaš-da’’inanni",IX,645*,Šamaš-da’’inanni,668–ca. 631 BC,,,,,,,,,,,
1043,p336977,Ashurbanipal,641*,VII,,assurbanipal.limu assur-garu’a-nere.07.00,641-VII,,641*-VII,,"Tašrītu, eponymy of Aššur-gārū’a-nēre",VII,641*,Aššur-gārū’a-nēre,668–ca. 631 BC,,,,,,,,,,,
1044,p336978,Ashurbanipal or Sîn-šarru-iškun,636* or 626*,II,6,00.000.02.06,636/625-II-6,,636* or 626*-II-06,6,Ayyāru 6th,II,636* or 626*,,,,,,,,,,,,,
1045,p336979,Ashurbanipal,635*,V,15,assurbanipal.limu bel-lu-dari.05.15,635-V-15,,635*-V-15,15,"Abu 15th, eponymy of Bēl-lū-dāri",V,635*,Bēl-lū-dāri,668–ca. 631 BC,,,,,,,,,,,
1046,p336980,Ashurbanipal,635*,VII,3,assurbanipal.limu bel-lu-dari.07.03,635-VII-3,,635*-VII-03,3,"Tašrītu 3rd, eponymy of Bēl-lū-dāri",VII,635*,Bēl-lū-dāri,668–ca. 631 BC,,,,,,,,,,,
1047,p336981,Ashurbanipal or Sîn-šarru-iškun,636* or 626*,XII,22,00.000.12.22,636/625-XII-22,,636* or 626*-XII-22,22,Addaru 22nd,XII,636* or 626*,,,,,,,,,,,,,
1048,p336982,Ashurbanipal or Sîn-šarru-iškun,636* or 626*,XII,22,00.000.12.22,636/625-XII-22,,636* or 626*-XII-22,22,Addaru 22nd,XII,636* or 626*,,,,,,,,,,,,,
1049,p336983,Ashurbanipal,635*,II,24,assurbanipal.limu bel-lu-dari.02.24,635-II-24,,635*-II-24,24,"Ayyāru 24th, eponymy of Bēl-lū-dāri",II,635*,Bēl-lū-dāri,668–ca. 631 BC,,,,,,,,,,,
1050,p336984,Ashurbanipal,633*,IX,22,assurbanipal.limu upaqa-ana-arbail.09.22,633-IX-22,,633*-IX-22,22,"Kislīmu 22nd, eponymy of Upāqa-ana-Arbail",IX,633*,Upāqa-ana-Arbail,668–ca. 631 BC,,,,,,,,,,,
1051,p336985,Sîn-šarru-iškun,617*,XII,15,sin-sharru-ishkun.limu assur-remanni.12.15,617-XII-15,,617*-XII-15,15,"Addaru 15th, eponymy of Aššur-rēmanni",XII,617*,Aššur-rēmanni,ca. 626–612 BC,,,,,,,,,,,
1052,p336986,Aššur-etel-ilani,629*,II,2,assur-etel-ilani.limu nabu-sharru-usur.02.02,629-II-2,,629*-II-02,2,"Ayyāru 2nd, eponymy of Nabû-šarru-uṣur",II,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1053,p336987,Sîn-šarru-iškun,625*,I,1,sin-sharru-ishkun.limu sin-sharru-usur.01.01,625-I-1,,625*-I-01,1,"Nisannu 1st, eponymy of Sîn-šarru-uṣur",I,625*,Sîn-šarru-uṣur,ca. 626–612 BC,,,,,,,,,,,
1054,p336988,Ashurbanipal,644*,VII,1,assurbanipal.limu nabu-sharru-usur.07.01,644-VII-1,,644*-VII-01,1,"Tašrītu 1st, eponymy of Nabû-šarru-uṣur",VII,644*,Nabû-šarru-uṣur,668–ca. 631 BC,,,,,,,,,,,
1055,p336989,Aššur-etel-ilani,629*,VIII,8,assur-etel-ilani.limu nabu-sharru-usur.08.08,629-VIII-8,,629*-VIII-08,8,"Arahsamna 8th, eponymy of Nabû-šarru-uṣur",VIII,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1056,p336990,Aššur-etel-ilani,629*,VIII,8,assur-etel-ilani.limu nabu-sharru-usur.08.08,629-VIII-8,,629*-VIII-08,8,"Arahsamna 8th, eponymy of Nabû-šarru-uṣur",VIII,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1059,p336993,Ashurbanipal or Aššur-etel-ilāni,644* or 629*,VII,17,00.000.07.17,644/629-VII-17,,644* or 629*-VII-17,17,Tašrītu 17th,VII,644* or 629*,,,,,,,,,,,,,
1060,p336994,Aššur-etel-ilani,629*,VI,,assur-etel-ilani.limu nabu-sharru-usur.06.00,629?-VI,,629*-VI,,"Ulūlu, eponymy of Nabû-šarru-uṣur",VI,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1061,p336995,Aššur-etel-ilani,629* or 610,VIII,24,assur-etel-ilani.000.08.24,629/610-VIII-24,,629* or 610-VIII-24,24,Arahsamna 24th,VIII,629* or 610,,ca. 630–627 BC,,,,,,,,,,,
1062,p336996,Aššur-etel-ilani,629*,IX,15,assur-etel-ilani.limu nabu-sharru-usur.09.15,629-IX-15,,629*-IX-15,15,"Kislīmu 15th, eponymy of Nabû-šarru-uṣur",IX,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1063,p336997,Aššur-etel-ilani,629* or 610,IX,20,assur-etel-ilani.000.09.20,629/610-IX-20,,629* or 610-IX-20,20,Kislīmu 20th,IX,629* or 610,,ca. 630–627 BC,,,,,,,,,,,
1064,p336998,Aššur-etel-ilani,629*,IX,16,assur-etel-ilani.limu nabu-sharru-usur.09.16,629-IX-16,,629*-IX-16,16,"Kislīmu 16th, eponymy of Nabû-šarru-uṣur",IX,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1065,p336999,Aššur-etel-ilani,629*,X,2,assur-etel-ilani.limu nabu-sharru-usur.10.02,629-X-2,,629*-X-02,2,"Kanūnu 2nd, eponymy of Nabû-šarru-uṣur",X,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1066,p337000,Aššur-etel-ilani,629*,X,6,assur-etel-ilani.limu nabu-sharru-usur.10.06,629-X-6,,629*-X-06,6,"Kanūnu 6th, eponymy of Nabû-šarru-uṣur",X,629*,Nabû-šarru-uṣur,ca. 630–627 BC,,,,,,,,,,,
1067,p337001,Sîn-šarru-iškun,626*,VII,3,sin-sharru-ishkun.limu iqbi-ilani.07.03,626-VII-3,,626*-VII-03,3,"Tašrītu 3rd, eponymy of Iqbi-ilani",VII,626*,Iqbi-ilani,ca. 626–612 BC,,,,,,,,,,,
1068,p337002,Sîn-šarru-iškun,626*,IX,3,sin-sharru-ishkun.limu iqbi-ilani.09.03,626-IX-3,,626*-IX-03,3,"Kislīmu 3rd, eponymy of Iqbi-ilani",IX,626*,Iqbi-ilani,ca. 626–612 BC,,,,,,,,,,,
1069,p337003,Sîn-šarru-iškun,626*,XII,4,sin-sharru-ishkun.limu iqbi-ilani.12.04,626-XII-4,,626*-XII-04,4,"Addaru 4th, eponymy of Iqbi-ilani",XII,626*,Iqbi-ilani,ca. 626–612 BC,,,,,,,,,,,
1070,p337004,Ashurbanipal,638*,III,2,assurbanipal.limu assur-gimilli-tere.03.02,638-III-2,,638*-III-02,2,"Simānu 2nd, eponymy of Aššur-gimilli-tēre",III,638*,Aššur-gimilli-tēre,668–ca. 631 BC,,,,,,,,,,,
1071,p337005,Ashurbanipal,638*,VIII,25,assurbanipal.limu assur-gimilli-tere.08.25,638-VIII-25,,638*-VIII-25,25,"Arahsamna 25th, eponymy of Aššur-gimilli-tēre",VIII,638*,Aššur-gimilli-tēre,668–ca. 631 BC,,,,,,,,,,,
1072,p337006,Sîn-šarru-iškun,623*,VI,5,sin-sharru-ishkun.limu assur-matu-taqqin.06.05,623-VI-5,,623*-VI-05,5,"Ulūlu 5th, eponymy of Aššur-mātu-taqqin",VI,623*,Aššur-mātu-taqqin,ca. 626–612 BC,,,,,,,,,,,
1073,p337007,Sîn-šarru-iškun,623*,XII,22,sin-sharru-ishkun.limu assur-matu-taqqin.12.22,623-XII-22,,623*-XII-22,22,"Addaru 22nd, eponymy of Aššur-mātu-taqqin",XII,623*,Aššur-mātu-taqqin,ca. 626–612 BC,,,,,,,,,,,
1074,p337008,Sîn-šarru-iškun,623*,XII,22,sin-sharru-ishkun.limu assur-matu-taqqin.12.22,623-XII-22,,623*-XII-22,22,"Addaru 22nd, eponymy of Aššur-mātu-taqqin",XII,623*,Aššur-mātu-taqqin,ca. 626–612 BC,,,,,,,,,,,
1075,p337009,Sîn-šarru-iškun,622*,II,15,sin-sharru-ishkun.limu dadi.02.15,622-II-15,,622*-II-15,15,"Ayyāru 15th, eponymy of Dādî",II,622*,Dādî,ca. 626–612 BC,,,,,,,,,,,
1076,p337010,Sîn-šarru-iškun,622*,X,2,sin-sharru-ishkun.limu dadi.10.02,622-X-2?,,622*-X-02,2,"Kanūnu 2nd, eponymy of Dādî",X,622*,Dādî,ca. 626–612 BC,,,,,,,,,,,
1077,p337011,Sîn-šarru-iškun,621*,VIII,13,sin-sharru-ishkun.limu bel-iqbi.08.13,621-VIII-13,,621*-VIII-13,13,"Arahsamna 13th, eponymy of Bēl-iqbi",VIII,621*,Bēl-iqbi,ca. 626–612 BC,,,,,,,,,,,
1078,p337012,Sîn-šarru-iškun,620*,XI,13,sin-sharru-ishkun.limu sa’ilu.11.13,620-XI-13,,620*-XI-13,13,"Šabāṭu 13th, eponymy of Sa’īlu",XI,620*,Sa’īlu,ca. 626–612 BC,,,,,,,,,,,
1079,p337013,Sîn-šarru-iškun,618*,I?,11,sin-sharru-ishkun.limu nabu-sagibi11,618-I?-11,,618*-I?-11,11,"11th, eponymy of Nabû-sagībi",I?,618*,Nabû-sagībi,ca. 626–612 BC,,,,,,,,,,,
1080,p337014,Sîn-šarru-iškun,618*,VI,5,sin-sharru-ishkun.limu nabu-sagibi.06.05,618-VI-5,,618*-VI-05,5,"Ulūlu 5th, eponymy of Nabû-sagībi",VI,618*,Nabû-sagībi,ca. 626–612 BC,,,,,,,,,,,
1081,p337015,Sîn-šarru-iškun,618*,VII,1,sin-sharru-ishkun.limu nabu-sagibi.07.01,618-VII-1,,618*-VII-01,1,"Tašrītu 1st, eponymy of Nabû-sagībi",VII,618*,Nabû-sagībi,ca. 626–612 BC,,,,,,,,,,,
1082,p337016,Sîn-šarru-iškun,616*,VIII,1,sin-sharru-ishkun.limu bel-ahu-usur.08.01,616-VIII-1,,616*-VIII-01,1,"Arahsamna 1st, eponymy of Bēl-ahu-uṣur",VIII,616*,Bēl-ahu-uṣur,ca. 626–612 BC,,,,,,,,,,,
1084,p337018,Sîn-šarru-iškun,615*,IV,1,sin-sharru-ishkun.limu sin-alik-pani.04.01,615-IV-1,,615*-IV-01,1,"Duʾūzu 1st, eponymy of Sîn-ālik-pāni",IV,615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
1085,p337019,Sîn-šarru-iškun,615*,IV,1,sin-sharru-ishkun.limu sin-alik-pani.04.01,615-IV-1,,615*-IV-01,1,"Duʾūzu 1st, eponymy of Sîn-ālik-pāni",IV,615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
1088,p337022,Sîn-šarru-iškun,615*,[...],14,sin-sharru-ishkun.limu sin-alik-pani.00.14,615-[...]-14,,615*-[...]-14,14,"... 14th, eponymy of Sîn-ālik-pāni",[...],615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
1089,p337023,Sîn-šarru-iškun,615*,IX,,sin-sharru-ishkun.limu sin-alik-pani.09.00,615-IX,,615*-IX,,"Kislīmu, eponymy of Sîn-ālik-pāni",IX,615*,Sîn-ālik-pāni,ca. 626–612 BC,,,,,,,,,,,
1090,p337024,Sîn-šarru-iškun,613*,[...],x+05,sin-sharru-ishkun.limu nabu-tapputi-alik.00.x+05,613-X?5,,613*-[...]-x+05,x+05,"... x+05th, eponymy of Nabû-tappūtī-alik",[...],613*,Nabû-tappūtī-alik,ca. 626–612 BC,,,,,,,,,,,
1091,p337025,Sîn-šarru-iškun,613*,[...],x+05,sin-sharru-ishkun.limu nabu-tapputi-alik.00.x+05,613-X?5,,613*-[...]-x+05,x+05,"... x+05th, eponymy of Nabû-tappūtī-alik",[...],613*,Nabû-tappūtī-alik,ca. 626–612 BC,,,,,,,,,,,
1092,p337026,Sîn-šarru-iškun,612*,IV,,sin-sharru-ishkun.limu shamash-sharru-ibni.04.00,612?-IV,,612*-IV,,"Duʾūzu, eponymy of Šamaš-šarru-ibni",IV,612*,Šamaš-šarru-ibni,ca. 626–612 BC,,,,,,,,,,,
1093,p337027,Sîn-šarru-iškun,612*,V,,sin-sharru-ishkun.limu shamash-sharru-ibni.05.00,612?-V,,612*-V,,"Abu, eponymy of Šamaš-šarru-ibni",V,612*,Šamaš-šarru-ibni,ca. 626–612 BC,,,,,,,,,,,
1094,p337028,Sîn-šarru-iškun,612*,VI,,sin-sharru-ishkun.limu shamash-sharru-ibni.06.00,612-VI,,612*-VI,,"Ulūlu, eponymy of Šamaš-šarru-ibni",VI,612*,Šamaš-šarru-ibni,ca. 626–612 BC,,,,,,,,,,,
1095,p337029,"Ashurbanipal, Aššur-etel-ilāni, or Sîn-šarru-iškun",PC,VII,16,00..07.16,PC-VII-16,,PC-VII-16,16,Tašrītu 16th,VII,PC,,,,,,,,,,,,,
1096,p337030,"Ashurbanipal, Aššur-etel-ilāni, or Sîn-šarru-iškun",PC,IX,12,00..09.12,PC-IX-12,,PC-IX-12,12,Kislīmu 12th,IX,PC,,,,,,,,,,,,,
1108,p337042,Aššur-dān III,762,XI,29,assur-dan3.limu tab-bel.11.29,762-XI-29,,762-XI-29,29,"Šabāṭu 29th, eponymy of Ṭāb-Bēl",XI,762,Ṭāb-Bēl,772–755 BC,,,,,,,,,,,
1109,p337043,Sîn-šarru-iškun,625*,V,21,sin-sharru-ishkun.limu sin-sharru-usur.05.21,625-V-21,,625*-V-21,21,"Abu 21st, eponymy of Sîn-šarru-uṣur",V,625*,Sîn-šarru-uṣur,ca. 626–612 BC,,,,,,,,,,,
1110,p337044,Ashurbanipal,633*,XII,?,assurbanipal.limu upaqa-ana-arbail.12.?,633-XII-?,,633*-XII-?,?,"Addaru ?th, eponymy of Upāqa-ana-Arbail",XII,633*,Upāqa-ana-Arbail,668–ca. 631 BC,,,,,,,,,,,
1111,p337045,Ashurbanipal,633*,XII,4,assurbanipal.limu upaqa-ana-arbail.12.04,633-XII-4,,633*-XII-04,4,"Addaru 4th, eponymy of Upāqa-ana-Arbail",XII,633*,Upāqa-ana-Arbail,668–ca. 631 BC,,,,,,,,,,,
1112,p337046,Aššur-etel-ilāni,631*,XII,6,assur-etel-ilani.limu adad-remanni.12.06,631-XII-6,,631*-XII-06,6,"Addaru 6th, eponymy of Adad-rēmanni",XII,631*,Adad-rēmanni,ca. 630–627 BC,,,,,,,,,,,
1113,p337047,Aššur-etel-ilāni,630*,I,11,assur-etel-ilani.limu salmu-sharru-iqbi.01.11,630-I-11,,630*-I-11,11,"Nisannu 11th, eponymy of Ṣalmu-šarru-iqbi",I,630*,Ṣalmu-šarru-iqbi,ca. 630–627 BC,,,,,,,,,,,
1114,p337048,Aššur-etel-ilāni,630*,I,11,assur-etel-ilani.limu salmu-sharru-iqbi.01.11,630-I-11,,630*-I-11,11,"Nisannu 11th, eponymy of Ṣalmu-šarru-iqbi",I,630*,Ṣalmu-šarru-iqbi,ca. 630–627 BC,,,,,,,,,,,
1115,p337049,Sîn-šarru-iškun,626*,VIII,25,sin-sharru-ishkun.limu iqbi-ilani.08.25,626-VIII-25,,626*-VIII-25,25,"Arahsamna 25th, eponymy of Iqbi-ilani",VIII,626*,Iqbi-ilani,ca. 626–612 BC,,,,,,,,,,,
1116,p337050,Sîn-šarru-iškun,612*,I,25,sin-sharru-ishkun.limu shamash-sharru-ibni.01.25,612?-I-25,,612*-I-25,25,"Nisannu 25th, eponymy of Šamaš-šarru-ibni",I,612*,Šamaš-šarru-ibni,ca. 626–612 BC,,,,,,,,,,,
1131,p337065,Adad-nārārī III,792,XII,20,adad-narari3.limu mushallim-ninurta.12.20,792-XII-20,,792-XII-20,20,"Addaru 20th, eponymy of Mušallim-Ninurta",XII,792,Mušallim-Ninurta,810–783 BC,,,,,,,,,,,
1135,p337069,Ashurbanipal,648*,,,assurbanipal.limu belshunu.00.00,648,,648*,,", eponymy of Bēlšunu",,648*,Bēlšunu,668–ca. 631 BC,,,,,,,,,,,
1136,p337070,Ashurbanipal,642*,XII,1,assurbanipal.limu nabu-da’’inanni.12.01,642?-XII-1,,642*-XII-01,1,"Addaru 1st, eponymy of Nabû-da’’inanni",XII,642*,Nabû-da’’inanni,668–ca. 631 BC,,,,,,,,,,,
