factgrid_id,collection,wikidata_id,collection_name,collection_name_native,name_native_iso,collection_url,wiki_url_eng,wiki_url_native,collection_id,cdli_id,collection_holding,collection_holding_status,collection_actor,collection_actor_status,collection_loc,country_iso,region_gadm,district_gadm,osm_id,osm_type,geonames_id,notes,url_native_iso,to_be_deleted,cdli_url
,"Museum of Corum, Corum, Turkey",Q637119,Çorum Museum,Çorum Müzesi,tur,https://turkishmuseums.com/museum/detail/2025-corum-muzesi/2025/1,https://en.wikipedia.org/wiki/Çorum_Archaeological_Museum,https://tr.wikipedia.org/wiki/Çorum_Müzesi,435,997,Museum,Extant,Agency,Public,1,TUR,TUR.24_1,TUR.24.9_1,,,10309476,,tur,0,https://cdli.mpiwg-berlin.mpg.de/collections/997
,"private: anonymous, Victoria, Australia",,0892 Anonymous,,,,,,437,892,Collection,Unknown,Person,Group,0,AUS,AUS.10_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/892
,"Department of Geology, Union College, Schenectady, New York, USA",Q1567748,"Permanent Art Collection, Union College",Permanent Art Collection,eng,https://www.union.edu/schaffer-library/faculty-support-teaching-remotely/permanent-art-collection-and-exhibitions-resources,https://en.wikipedia.org/wiki/Union_College,https://en.wikipedia.org/wiki/Union_College,438,1118,Collection,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.48_1,131119816,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1118
,"Institute of Oriental Culture, University of Tokyo, Tokyo, Japan",,"Institute of Oriental Culture, University of Tokyo",,,,,,440,159,Collection,Unknown,Educational institution,Unknown,0,JPN,JPN.41_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/159
,"Albertson College of Idaho, Caldwell, Idaho, USA",Q5146733,College of Idaho,College of Idaho,eng,https://www.collegeofidaho.edu,https://en.wikipedia.org/wiki/College_of_Idaho,https://en.wikipedia.org/wiki/College_of_Idaho,441,657,Collection,Extant,Educational institution,Group,1,USA,USA.13_1,USA.13.14_1,,,5589320,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/657
,"Special Collections, UCLA, Los Angeles, California, USA",Q5077208,"Special Collections, UCLA","Special Collections, UCLA",eng,https://www.library.ucla.edu/location/library-special-collections,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,https://en.wikipedia.org/wiki/Charles_E._Young_Research_Library,442,1072,Library,Extant,Educational institution,Public,1,USA,USA.5_1,USA.5.19_1,,,5404853,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1072
,"Los Angeles Unified School District, Los Angeles, California, USA",Q1320340,Los Angeles Unified School District,Los Angeles Unified School District,eng,https://achieve.lausd.net/domain/4,https://en.wikipedia.org/wiki/Los_Angeles_Unified_School_District,https://en.wikipedia.org/wiki/Los_Angeles_Unified_School_District,443,362,Collection,Unknown,Agency,Public,0,USA,USA.5_1,,,,,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/362
,"private: anonymous, New Jersey, USA",,1239 Anonymous,,,,,,445,1239,Collection,Unknown,Person,Individual,0,USA,,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/1239
,"University of Pécs, Pécs, Hungary",Q1187444,University of Pécs,Pécsi Tudományegyetem,hun,https://international.pte.hu,https://en.wikipedia.org/wiki/University_of_Pécs,https://hu.wikipedia.org/wiki/Pécsi_Tudományegyetem,446,137,Collection,Extant,Educational institution,Public,1,HUN,HUN.2_1,HUN.2.3_1,9731034,relation,0,,hun,0,https://cdli.mpiwg-berlin.mpg.de/collections/137
Q511922,"Museum of Fine Arts, Budapest, Hungary",Q840886,"Museum of Fine Arts, Budapest",Szépművészeti Múzeum,hun,https://www.szepmuveszeti.hu,https://en.wikipedia.org/wiki/Museum_of_Fine_Arts_(Budapest),https://hu.wikipedia.org/wiki/Szépművészeti_Múzeum_(Budapest),447,27,Museum,Extant,Uncertain,Uncertain,1,HUN,HUN.5_1,HUN.5.1_1,,,9409600,,hun,0,https://cdli.mpiwg-berlin.mpg.de/collections/27
,"Department of Assyriology and Hebrew Studies, Eötvös L. University, Budapest",Q390287,"Department of Assyriology and Hebrew Studies, Eötvös Loránd University","Assziriológiai és Hebraisztikai Tanszék, Eötvös Loránd Tudományegyetem",hun,https://aht.elte.hu,https://en.wikipedia.org/wiki/Eötvös_Loránd_University,https://hu.wikipedia.org/wiki/Eötvös_Loránd_Tudományegyetem,448,927,Collection,Extant,Agency,Public,1,HUN,HUN.5_1,HUN.5.1_1,256568273,way,0,,hun,0,https://cdli.mpiwg-berlin.mpg.de/collections/927
,"Morgan Library, Colorado State University, Fort Collins, Colorado, USA",Q1111640,"Morgan Library, Colorado State University","Morgan Library, Colorado State University",eng,https://lib.colostate.edu,https://en.wikipedia.org/wiki/Colorado_State_University,https://en.wikipedia.org/wiki/Colorado_State_University,449,1175,Library,Extant,Agency,Public,1,USA,USA.6_1,USA.6.36_1,3080945,relation,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1175
,"Toppan Rare Books Library, University of Wyoming, Laramie, Wyoming, USA",Q4743983,Toppan Library Rare Books Collections,Toppan Library Rare Books Collections,eng,https://www.uwyo.edu/ahc/toppan/rare-books.html,https://en.wikipedia.org/wiki/American_Heritage_Center,https://en.wikipedia.org/wiki/American_Heritage_Center,450,335,Library,Extant,Educational institution,Public,1,USA,USA.51_1,USA.51.1_1,402823265,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/335
Q404892,"Los Angeles County Museum of Art (LACMA), Los Angeles, California, USA",Q1641836,Los Angeles County Museum of Art,Los Angeles County Museum of Art,eng,https://www.lacma.org,https://en.wikipedia.org/wiki/Los_Angeles_County_Museum_of_Art,https://en.wikipedia.org/wiki/Los_Angeles_County_Museum_of_Art,451,510,Museum,Extant,Agency,Public,1,USA,USA.5_1,USA.5.19_1,,,5368383,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/510
,"Lilly Library, Indiana University, Bloomington, Indiana, USA",Q6548368,Lilly Library,Lilly Library,eng,https://libraries.indiana.edu/lilly-library,https://en.wikipedia.org/wiki/Lilly_Library,https://en.wikipedia.org/wiki/Lilly_Library,452,655,Library,Extant,Educational institution,Public,1,USA,USA.15_1,USA.15.54_1,174418525,way,0,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/655
,"Ethniko Archaiologiko Museo, Athens, Greece",Q637187,"National Archaeological Museum, Athens",Εθνικό Αρχαιολογικό Μουσείο,ell,https://www.namuseum.gr,"https://en.wikipedia.org/wiki/National_Archaeological_Museum,_Athens",https://el.wikipedia.org/wiki/Εθνικό_Αρχαιολογικό_Μουσείο_(Αθήνα),454,1075,Museum,Extant,Agency,Public,1,GRC,GRC.3_1,GRC.3.1_1,,,7287694,,ell,0,https://cdli.mpiwg-berlin.mpg.de/collections/1075
Q511900,"Library Resource Center, Myers University, Cleveland, Ohio, USA; Chancellor University Collection, Cleveland, Ohio, USA",Q5070784,Chancellor University,Chancellor University,eng,https://web.archive.org/web/20161004073737/http://www.chancelloru.edu/,https://en.wikipedia.org/wiki/Chancellor_University,https://en.wikipedia.org/wiki/Chancellor_University,455,36; 1275,Collection,Terminated,Educational institution,Group,0,USA,USA.36_1,USA.36.18_1,,,0,,eng,0,
,"American Museum of Natural History, New York, New York, USA",Q217717,American Museum of Natural History,American Museum of Natural History,eng,https://www.amnh.org,https://en.wikipedia.org/wiki/American_Museum_of_Natural_History,https://en.wikipedia.org/wiki/American_Museum_of_Natural_History,456,1263,Museum,Extant,Uncertain,Uncertain,1,USA,USA.33_1,USA.33.32_1,,,5107123,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1263
,"Couvent Sainte-Anne, Jerusalem",Q1551966,Couvent Sainte-Anne,Couvent Sainte-Anne,fra,http://peresblancs.org/ste_anne_de_jerusalem.htm,,https://fr.wikipedia.org/wiki/Église_Sainte-Anne_de_Jérusalem,457,352,Collection,Unknown,Foundation,Group,1,PSE,PSE.2_1,PSE.2.5_1,,,11154405,,fra,0,https://cdli.mpiwg-berlin.mpg.de/collections/352
,"New Brunswick Theological Seminary, New Brunswick, New Jersey, USA",Q13428327,New Brunswick Theological Seminary,New Brunswick Theological Seminary,eng,https://nbts.edu,https://en.wikipedia.org/wiki/New_Brunswick_Theological_Seminary,https://en.wikipedia.org/wiki/New_Brunswick_Theological_Seminary,458,1300,Uncertain,Extant,Educational institution,Group,1,USA,USA.31_1,USA.31.12_1,,,5101724,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1300
,"Rush Rhees Library, University of Rochester, Rochester, New York, USA",Q7380728,Rush Rhees Library,Rush Rhees Library,eng,https://www.library.rochester.edu/spaces/rush-rhees,https://en.wikipedia.org/wiki/Rush_Rhees_Library,https://en.wikipedia.org/wiki/Rush_Rhees_Library,459,1099,Library,Extant,Educational institution,Group,1,USA,USA.33_1,USA.33.29_1,,,7220572,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1099
,"Musei Vaticani, Vatican CIty, Rome, Italy",Q182955,Vatican Museums,Musei Vaticani,ita,https://m.museivaticani.va/content/museivaticani-mobile/it.html,https://en.wikipedia.org/wiki/Vatican_Museums,,461,633,Museum,Extant,Agency,Public,1,VAT,0,0,,,6946427,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/633
,"Hood Museum of Art, Dartmouth College, Hanover, New Hampshire, USA",Q3140304,Hood Museum of Art,Hood Museum of Art,eng,https://hoodmuseum.dartmouth.edu,https://en.wikipedia.org/wiki/Hood_Museum_of_Art,https://en.wikipedia.org/wiki/Hood_Museum_of_Art,467,785,Museum,Extant,Educational institution,Group,1,USA,USA.30_1,USA.30.5_1,,,11748021,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/785
,"Mayo, Ireland (Gwyn)",,L. M'Manus Collection,,,,,,470,259,Collection,Unknown,Person,Individual,0,IRL,IRL.16_1,,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/259
,"Kyoto, Japan",,0665 Anonymous,,,,,,471,665,Unknown,Unknown,Unknown,Unknown,0,JPN,JPN.22_1,JPN.22.13_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/665
,"private: anonymous, Venice, Italy",,0038 Anonymous,,,,,,472,38,Unknown,Unknown,Person,Individual,0,ITA,ITA.20_1,ITA.20.5_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/38
,"Museo Civico di Archeologia Ligure, Genua, Italy",Q2644208,Ligurian Archeological Museum,Museo di Archeologia Ligure,ita,https://www.museidigenova.it/it/museo-di-archeologia-ligure-0,,https://it.wikipedia.org/wiki/Museo_di_archeologia_ligure,476,724,Museum,Extant,Agency,Public,0,ITA,ITA.9_1,ITA.9.1_1,,,7603212,,ita,0,https://cdli.mpiwg-berlin.mpg.de/collections/724
,"Collection Fred Elghanayan, New York, New York, USA",,Fred Elghanayan Collection,,,,,,477,185,Uncertain,Uncertain,Uncertain,Uncertain,0,USA,USA.31_1,USA.31.20_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/185
,"Chhatrapati Shivaji Maharaj Vastu Sangrahalaya, Mumbai, India (formerly Prince of Wales Museum of Western India, Mumbai, India)",Q1071500,Chhatrapati Shivaji Maharaj Vastu Sangrahalaya,छत्रपति शिवाजी महाराज वस्तु संग्रहालय,hin,https://www.csmvs.in,https://en.wikipedia.org/wiki/Chhatrapati_Shivaji_Maharaj_Vastu_Sangrahalaya,https://hi.wikipedia.org/wiki/छत्रपति_शिवाजी_महाराज_वस्तु_संग्रहालय,480,755,Museum,Extant,Agency,Public,1,IND,IND.20_1,IND.20.17_1,,,6619702,,hin,0,https://cdli.mpiwg-berlin.mpg.de/collections/755
,"Bowdoin College, Brunswick, Maine, USA",Q4950759,Bowdoin College Museum of Art,Bowdoin College Museum of Art,eng,https://www.bowdoin.edu/art-museum,https://en.wikipedia.org/wiki/Bowdoin_College_Museum_of_Art,https://en.wikipedia.org/wiki/Bowdoin_College_Museum_of_Art,482,815,Museum,Extant,Educational institution,Group,1,USA,USA.20_1,USA.20.3_1,,,4959021,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/815
,"Skulpturensammlung, Dresden, Germany",Q869690,Dresden Skulpturensammlung,Skulpturensammlung,deu,https://skulpturensammlung.skd.museum,https://en.wikipedia.org/wiki/Skulpturensammlung,https://de.wikipedia.org/wiki/Skulpturensammlung_(Dresden),484,375,Museum,Extant,Agency,Public,1,DEU,DEU.14_1,DEU.14.3_1,,,11217068,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/375
,"Fogg Art Museum, Harvard University, Cambridge, Massachusetts, USA",Q809600,Fogg Museum,Fogg Museum,eng,https://harvardartmuseums.org,https://en.wikipedia.org/wiki/Harvard_Art_Museums#Fogg_Museum,https://en.wikipedia.org/wiki/Harvard_Art_Museums#Fogg_Museum,486,135,Museum,Extant,Educational institution,Group,1,USA,USA.22_1,USA.22.9_1,,,4936965,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/135
,"Princeton University Art Museum, Princeton, New Jersey, USA; Art Museum, Princeton, New Jersey, USA",Q2603905,Princeton University Art Museum,Princeton University Art Museum,eng,https://artmuseum.princeton.edu,https://en.wikipedia.org/wiki/Princeton_University_Art_Museum,https://en.wikipedia.org/wiki/Princeton_University_Art_Museum,488,211; 557,Museum,Extant,Educational institution,Individual,1,USA,USA.31_1,USA.31.11_1,,,10235412,,eng,0,
,"Miho Museum, Kyoto, Japan",Q1268542,Miho Museum,ミホ ミュージアム,jpn,https://www.miho.jp,https://en.wikipedia.org/wiki/Miho_Museum,https://en.wikipedia.org/wiki/Miho_Museum,493,347,Museum,Extant,Foundation,Group,1,JPN,JPN.36_1,JPN.36.18_1,1422945982,node,0,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/347
,"Virginia Museum of Fine Arts, Richmond, Virginia, USA",Q4013975,Virginia Museum of Fine Arts,Virginia Museum of Fine Arts,eng,http://www.vmfa.museum,https://en.wikipedia.org/wiki/Virginia_Museum_of_Fine_Arts,https://en.wikipedia.org/wiki/Virginia_Museum_of_Fine_Arts,496,417,Museum,Extant,Agency,Public,1,USA,USA.47_1,USA.47.106_1,,,4791327,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/417
,"Brooklyn Museum of Art, Brooklyn, New York, USA; Brooklyn Museum, Brooklyn, New York, USA",Q632682,Brooklyn Museum,Brooklyn Museum,eng,https://www.brooklynmuseum.org,https://en.wikipedia.org/wiki/Brooklyn_Museum,https://en.wikipedia.org/wiki/Brooklyn_Museum,501,505; 1293,Museum,Extant,Uncertain,Uncertain,1,USA,USA.33_1,USA.33.24_1,,,6343439,,eng,0,
,"Museum Calouste Gulbenkian, Lisbon, Portugal",Q211262,Calouste Gulbenkian Museum,Museu Calouste Gulbenkian,por,https://gulbenkian.pt/museu,https://en.wikipedia.org/wiki/Calouste_Gulbenkian_Museum,https://pt.wikipedia.org/wiki/Museu_Calouste_Gulbenkian,507,792,Museum,Extant,Foundation,Group,1,PRT,PRT.12_1,PRT.12.7_1,,,11820908,,por,0,https://cdli.mpiwg-berlin.mpg.de/collections/792
,"Christ Church College, Oxford, UK",Q745967,Christ Church College,Christ Church College,eng,https://www.chch.ox.ac.uk,"https://en.wikipedia.org/wiki/Christ_Church,_Oxford","https://en.wikipedia.org/wiki/Christ_Church,_Oxford",508,512,Collection,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.69_1,,,12207131,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/512
,"M.H. De Young Museum, San Francisco, California, USA",Q1470276,De Young Museum,de Young Museum,eng,https://deyoung.famsf.org,https://en.wikipedia.org/wiki/De_Young_Museum,https://en.wikipedia.org/wiki/De_Young_Museum,509,319,Museum,Extant,Agency,Public,1,USA,USA.5_1,USA.5.38_1,,,5341886,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/319
Q511903,"Wadsworth Atheneum, Hartford, Connecticut, USA",Q403080,Wadsworth Atheneum Museum of Art,Wadsworth Atheneum Museum of Art,eng,https://www.thewadsworth.org,https://en.wikipedia.org/wiki/Wadsworth_Atheneum,https://en.wikipedia.org/wiki/Wadsworth_Atheneum,510,449,Museum,Extant,Agency,Public,1,USA,USA.7_1,USA.7.2_1,,,4845025,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/449
,"Montreal Museum of Fine Arts, Montreal, Canada",Q860812,Montreal Museum of Fine Arts,Montreal Museum of Fine Arts,eng,https://www.mbam.qc.ca/en,https://en.wikipedia.org/wiki/Montreal_Museum_of_Fine_Arts,https://en.wikipedia.org/wiki/Montreal_Museum_of_Fine_Arts,512,256,Museum,Extant,Uncertain,Uncertain,1,CAN,CAN.11_1,CAN.11.20_1,,,9781018,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/256
,"Idemitsu Museum of Arts, Tokyo, Japan",Q3076590,Idemitsu Museum of Arts,"出光美術館,",jpn,http://idemitsu-museum.or.jp,https://en.wikipedia.org/wiki/Idemitsu_Museum_of_Arts,https://ja.wikipedia.org/wiki/出光美術館,520,286,Museum,Extant,Company,Group,1,JPN,JPN.41_1,JPN.41.6_1,5403425184,node,,,jpn,0,https://cdli.mpiwg-berlin.mpg.de/collections/286
,"Bhau Daji Lad Museum, Mumbai, India (formerly Victoria and Albert Museum)",Q5303985,Dr Bhau Daji Lad Museum,डॉ. भाऊ दाजी लाड संग्रहालय - मुख्यपृष्ठ,mar,https://www.bdlmuseum.org/mr/index.php,https://en.wikipedia.org/wiki/Dr._Bhau_Daji_Lad_Museum,https://mr.wikipedia.org/wiki/भाऊ_दाजी_लाड_संग्रहालय,525,847,Museum,Extant,Uncertain,Uncertain,1,IND,IND.20_1,IND.20.17_1,674906629,node,,,mar,0,https://cdli.mpiwg-berlin.mpg.de/collections/847
,"Arts & Culture Centre, Memorial Univ., St. John's, Newfoundland, Canada",Q1895354,"Arts & Culture Centre, Memorial University",,,https://www.mun.ca,https://en.wikipedia.org/wiki/Memorial_University_of_Newfoundland,https://en.wikipedia.org/wiki/Memorial_University_of_Newfoundland,528,989,Uncertain,Uncertain,Educational institution,Public,1,CAN,CAN.5_1,CAN.5.3_1,843545518,way,,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/989
,"Museum of Fine Arts, Houston, Texas, USA",Q1565911,"Museum of Fine Arts, Houston","Museum of Fine Arts, Houston",eng,https://www.mfah.org,"https://en.wikipedia.org/wiki/Museum_of_Fine_Arts,_Houston","https://en.wikipedia.org/wiki/Museum_of_Fine_Arts,_Houston",530,1233,Museum,Extant,Foundation,Group,1,USA,USA.44_1,USA.44.101_1,,,4736444,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/1233
,"private: Collection Samuel Josefowitz, Lausanne, Switzerland",,Samuel Josefowitz Collection,,,,,,531,935,Collection,Terminated,Person,Individual,0,CHE,CHE.24_1,CHE.24.5_1,,,,,,0,https://cdli.mpiwg-berlin.mpg.de/collections/935
,"Magdalen College, Oxford, UK",Q81162,Magdalen College,Magdalen College,eng,https://www.magd.ox.ac.uk/,"https://en.wikipedia.org/wiki/Magdalen_College,_Oxford","https://en.wikipedia.org/wiki/Magdalen_College,_Oxford",534,614,Unknown,Extant,Educational institution,Group,1,GBR,GBR.1_1,GBR.1.69_1,,,12207130,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/614
,"Chrysler Museum of Art, Norfolk, Virginia, USA",Q5114675,Chrysler Museum of Art,Chrysler Museum of Art,eng,https://chrysler.org,https://en.wikipedia.org/wiki/Chrysler_Museum_of_Art,https://en.wikipedia.org/wiki/Chrysler_Museum_of_Art,538,903,Museum,Extant,Uncertain,Uncertain,1,USA,USA.47_1,USA.47.87_1,,,4754908,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/903
,"Middlebury College, Middlebury, Vermont, USA",Q1357891,Middlebury College Museum of Art,Middlebury College Museum of Art,eng,http://museum.middlebury.edu,https://en.wikipedia.org/wiki/Middlebury_College,https://en.wikipedia.org/wiki/Middlebury_College,543,881,Museum,Extant,Educational institution,Group,1,USA,USA.46_1,USA.46.1_1,4479540036,node,,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/881
,"William Rockhill Nelson Gallery of Art, Kansas City, Missouri, USA",Q1976985,Nelson-Atkins Museum of Art,Nelson-Atkins Museum of Art,eng,https://www.nelson-atkins.org,https://en.wikipedia.org/wiki/Nelson-Atkins_Museum_of_Art,https://en.wikipedia.org/wiki/Nelson-Atkins_Museum_of_Art,545,406,Museum,Extant,Foundation,Group,1,USA,USA.26_1,USA.26.48_1,,,4400156,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/406
,"Kimbell Art Museum, Fort Worth, Texas, USA",Q1741629,Kimbell Art Museum,Kimbell Art Museum,eng,https://kimbellart.org,https://en.wikipedia.org/wiki/Kimbell_Art_Museum,https://en.wikipedia.org/wiki/Kimbell_Art_Museum,546,559,Museum,Extant,Research project,Group,1,USA,USA.44_1,USA.44.220_1,,,4703252,,eng,0,https://cdli.mpiwg-berlin.mpg.de/collections/559
,"Archäologisches Institut und Archäologische Sammlung der Universität Zürich, Zurich, Switzerland",Q27490199,Archäologischen Sammlung der Universität Zürich,Archäologischen Sammlung der Universität Zürich,deu,https://www.archaeologische-sammlung.uzh.ch/de.html,,https://de.wikipedia.org/wiki/Archäologische_Sammlung_der_Universität_Zürich,551,68,Museum,Extant,Educational institution,Public,1,CHE,CHE.26_1,CHE.26.13_1,1855509137,node,0,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/68
,"Abegg Foundation, Bern, Switzerland",Q318289,Abegg-Stiftung,Abegg-Stiftung,deu,https://abegg-stiftung.ch,,https://de.wikipedia.org/wiki/Abegg-Stiftung,554,1150,Museum,Extant,Research project,Group,1,CHE,CHE.6_1,CHE.6.22_1,,,10381675,,deu,0,https://cdli.mpiwg-berlin.mpg.de/collections/1150
,"Swedish National Museum, Stockholm, Sweden",Q842858,National Galleries Sweden,Nationalmuseum,swe,https://www.nationalmuseum.se,https://en.wikipedia.org/wiki/Nationalmuseum,"https://sv.wikipedia.org/wiki/Nationalmuseum,_Stockholm",556,848,Museum,Extant,Agency,Public,1,SWE,SWE.15_1,SWE.15.18_1,,,10235427,,swe,0,https://cdli.mpiwg-berlin.mpg.de/collections/848
